artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Shonky,shonky,Tech House / Minimal / Deep Tech,Classic / Ibiza / European House & Tech; Cuttin Headz; Deep House; Deep Tech; European House; Fuse; Hot Creations; House; Ibiza; Microhouse; Minimal; PIV; Progressive; Solid Grooves; Tech House; Toolroom; UK Tech House; artist projects and aliases useful for matching releases; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Showtek,showtek,Mainstream / Crossover House,Electro House; Future House; Progressive Crossover; Dance Pop; Tropical House,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Shur-I-Kan,shur i kan,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; gospel; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Sian,sian,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Sicaria,sicaria,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Sicaria Sound,sicaria sound,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
SIDEPIECE,sidepiece,Current chart leaders,Afro House; Deep House; Deep Tech; House; Melodic House & Techno; Microhouse; Minimal; Progressive House; Tech House; Tech House / Minimal / Deep Tech; UK Tech House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sideral,sideral,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Sidney Charles,sidney charles,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; tech house / minimal / club house; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sidney Samson,sidney samson,Mainstream / Crossover House,Dance Pop; Electro House; Euro House; Future House; House; Legacy / Crossover House Reference; Progressive Crossover; Progressive crossover; Tropical House; Vocal House,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Sidney Torres,sidney torres,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
Siege,siege,Toolroom / Defected / Club House Radar,House; Tech House; Club House; Peak-time House,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Sifa,sifa,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Sigala,sigala,UK Garage / Bassline / UK House,Bassline; Dance Pop; Electro House; Future Garage; Future House; Garage House; Mainstream / Crossover House; Progressive Crossover; Speed Garage; Tropical House; UK Funky; UK House; bass/future house; commercial / festival / house-adjacent; commercial discovery bridge; house-pop,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,broad global electronic/house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia Progressive House Artists,https://musicbrainz.org/genres,
Silat Beksi,silat beksi,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Silicone Soul,silicone soul,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Silva Bumpa,silva bumpa,Emerging / Niche House Radar,2-step; Afro House; Deep Tech; Indie Dance; Melodic House; Tech House; UK House; UK funky; UK house / garage / club / bassline; UKG; bass house; club music; speed garage,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,metadata_enrichment_needed
Silvie Loto,silvie loto,Tech House / Minimal / Deep Tech,Afro House; Deep Tech; Emerging / Niche House Radar; Indie Dance; Melodic House; Microhouse; Minimal; Tech House; UK House; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Simmy,simmy,South African House / Afro Tech / Amapiano-adjacent,3-step; Afro House; Afro Tech; Amapiano; Deep House; Gqom-adjacent; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,1990s-2020s,Regional core + adjacent,2,80,Medium,2,Expanded South African house/Afro-tech/aMapiano-adjacent universe that informs Afro-house discovery.,Wikipedia Afro House,https://en.wikipedia.org/wiki/Afro_house,metadata_enrichment_needed
Simon Doty,simon doty,melodic / progressive / organic house,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Simon Dunmore,simon dunmore,deep / progressive / underground expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Simone Liberali,simone liberali,Toolroom / Defected / Club House Radar,House; Tech House; Club House; Peak-time House,2010s-2020s,Label/radio/club scene coverage,3,60,Medium,2,Added for label-led club-house and tech-house coverage across current commercial-underground ecosystems.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
Simple Symmetry,simple symmetry,Melodic / Progressive House,Afro Latin; Afterlife; Anjunadeep; Brazilian House; Diynamic; Indie Dance; Innervisions; Latin / Tribal / Brazilian House; Latin House; Melodic House & Techno; Organic House; Progressive House; This Never Happened; Tribal House; melodic house / melodic techno / progressive; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Simply City,simply city,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Sinca,sinca,melodic / progressive / organic house,,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Sinden,sinden,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Sinego,sinego,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Sio,sio,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Sir Honest,sir honest,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
Sir Trill,sir trill,amapiano / 3-step / afro-club adjacent,afro-house adjacency for recommendation bridges,2010s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_afro,https://musicbrainz.org/genre/07041357-bba4-415f-8b9b-5423ae05f907,metadata_enrichment_needed
Sirus Hood,sirus hood,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Sister Bliss,sister bliss,deep / progressive / underground expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
SIT,sit,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Skatebård,skatebard,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco; lo-fi house; outsider house; ambient house; broken house; leftfield club; balearic; progressive; ambient house; rave; Ibiza lineage,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Skepsis,skepsis,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Skeptic,skeptic,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Skin On Skin,skin on skin,Emerging / Niche House Radar,Tech House; Deep Tech; Afro House; Melodic House; UK House; Indie Dance,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
